chunk_id,source_id,source_type,chunk_index,start_offset,end_offset,source_title,source_url,text
"255bbe3cf905","7ca7ccd29ee00007eafdb38b","artifact",0,0,1910,"","","17  Chapter 3 – National Politics: The New Left American’s imperialist enterprises abroad and inequalities at home made whites, particularly students, also become involved in the civil rights movement. This commitment against inequality would then lead them to fight for causes which concerned them more directly. Student for a Democratic Society (SDS) was the most influential and famous ""New Left"" organization. It came from the League for Industrial Democracy (LID), an anticommunist organization created in 1905. From LID was born the Student League for Industrial Democracy (SLID) in the 1930s, which became the SDS in 1960. Conflicts between the LID and the SDS about members suspected to have allegiances with communists led to the rejection of the SDS members by the LID leaders. As a consequence the SDS became independent and freed itself from the ancient anticommunist and liberal left. The shift from LID to SDS illustrates very well the birth of the ""New Left"", distinguished from the ""Old Left"" of the previous decades. Indeed, until the end of the 1950s, unionism and anticommunist hysteria had characterized most of the organizations working for democracy - either liberal, socialist or others - in the US. For the young generation of the 1960s, this fear of communism was ancient history. Now that they had freed themselves from this eater of attention they could look at the United States’ real problems.   The New Left focused on participatory democracy, social equality and peace. The SDS famous Port Huron Statement,  written in a meeting of the organization in 1961 by its president Tom Hayden, declared that ""America should concentrate on its genuine social priorities: abolish squalor, terminate neglect, and establish an environment for people to live in with dignity and creativeness"".33 Students were influenced by prominent figures of the New Left such as the radical sociologist C."
"61c65601b4da","7ca7ccd29ee00007eafdb38b","artifact",1,1410,2634,"","","al problems.   The New Left focused on participatory democracy, social equality and peace. The SDS famous Port Huron Statement,  written in a meeting of the organization in 1961 by its president Tom Hayden, declared that ""America should concentrate on its genuine social priorities: abolish squalor, terminate neglect, and establish an environment for people to live in with dignity and creativeness"".33 Students were influenced by prominent figures of the New Left such as the radical sociologist C. Wright Mills and the political theorist Herbert Marcuse.34 Mills insisted on the close link between political and economical power as the basis of the social inequalities in the US.35 Though Marcuse was not an activist he joined this same idea too and because of the influence of his writings he is often referred to on the subject of the student movement of the 1960s. Marcuse, like Mills and many other sociologists and theorists of the time, strongly stood against the Vietnam War. They were                                                   33 Present Tense, 304. 34 The Movement and the Sixties, 37. 35 C. Wright Mills, ""L'élite au pouvoir"", foreword to L'ordre des choses, by François Denord (Marseille: Agone, 2012)."
"919564f8d6b6","7ca7ccd29ee00007eafdb38b","artifact",0,0,1965,"","","18  part of what Howard Zinn called ""the greatest antiwar movement the nation had ever experienced"".36 College students were the core of this protest which, still in Zinn's words, ""played a critical part in bringing the war to an end"".37 The commitment of students against the war was partly due to the draft, which obliged young American men to fight and risk getting killed in Vietnam. They protested against military recruitment offices on campuses and demonstrated in front of Reserve Officers Training Program (ROTC).38 Women, like men, protested against the war. One of the techniques used by some women was ""Girls say yes to guys who say no"", promising to have sex with men who refused to draft.39 The march on the Pentagon, on October 21, 1967, after five days of antiwar actions, involving twenty thousand people, was primarily constituted of students.40 However, the antiwar movement was a national one. Howard Zinn stated that it ""was part of a general change in the entire population of the country"". He provides revealing figures: ""In August of 1965, 61 percent of the population thought the American involvement in Vietnam was not wrong. By May 1971 it was exactly reversed; 61 percent thought our involvement was wrong”.41  But under the same banners were very different groups which separated more and more as the 1960s went on. The civil rights agitations, added to the antiwar ones, had embedded in the spirit of many young Americans the necessity of the protest for a better life. During the 1960s, young middle-class Americans turned to their own domestic American life and found many problems. To solve them, while the New Left was targeting the government, fighting in the political area, more and more young people turned in another direction. Influenced by philosophies from the East, especially Buddhism, they directly applied their ideals instead of waiting for the government to allow them to do so. Their tools were exclusively cultural."
"bf4584205f0a","7ca7ccd29ee00007eafdb38b","artifact",1,1465,2511,"","","of the protest for a better life. During the 1960s, young middle-class Americans turned to their own domestic American life and found many problems. To solve them, while the New Left was targeting the government, fighting in the political area, more and more young people turned in another direction. Influenced by philosophies from the East, especially Buddhism, they directly applied their ideals instead of waiting for the government to allow them to do so. Their tools were exclusively cultural. They ""dropped out"" of the mainstream society and adopted life styles whose only rules were to be free and have fun. Drugs were the tool to deschool their mind, open their perceptions, and live a life of transcendental feelings. The Beatles' song ""Revolution"" illustrates the fundamental break that occurred within the opposition of the 1960s:                                                   36 People’s History, 469. 37 Ibid., 469. 38 Present Tense, 305-6. People’s History, 491. 39 Present Tense, 305. 40 Ibid., 306. 41 People’s History, 469."
"2750c1a9b3f0","7ca7ccd29ee00007eafdb38b","artifact",0,0,733,"","","19  […] We're doing what we can But when you want money For people with minds that hate All I can tell is brother you have to wait Don't you know it's gonna be all right All right, all right […] You say you'll change the constitution Well, you know We all want to change your head You tell me it's the institution Well, you know You better free you mind instead42 It was political activism versus opening of consciousness. The latter constituted what was called the counterculture. But what did they want to end precisely? What did they reject in the ""American way of life"" of the 1960s? This is what I am going to answer in the next chapter.                                                   42 The Beatles, Revolution, (EMI, 1968)."
"50926a00af7c","7ca7ccd29ee00007eafdb38b","artifact",0,0,1691,"","","20  Chapter 4 – Cultural Field: The ""American Way of Life"" of the 1960s   In his work ""Encoding and Decoding in Television Discourse"", published in 1973, Stuart Hall defines hegemony as follows: ""(a) that it defines within its terms the mental horizon, the universe of possible meaning, of a whole sector of relations in a society or culture; and (b) that it carries with it the stamp of legitimacy - it appears coterminous with what is ""natural"", ""inevitable"", ""taken for granted"", about the social order"". This was exactly the understanding of the counterculture people about the ""American way of life"", that it was a restrictive vision of life which strictly forbade any investigation out from it. The American hegemonic system insisted that happiness was about possessing goods.  The wealth brought to the country by the Second World War had made the middle-class bigger and richer. They now had access to all kinds of consumer goods. Moreover, although the war had forced women to do jobs traditionally reserved to men, when it was over the country saw a vivid revival of the ""cult of domesticity"".43 Women came back to the house and became again the faithful and ever supportive good wives. Their roles inside the family and in society were more precisely defined than ever before: there were fashion codes, behavior codes for each situation and they were not allowed to get out from them. In this post -war era a surprisingly large number of white middle-class people left the towns for the suburbs.44 This exodus added to the massive production and consumption culture and led to the creation of a rigid stereotype of what life must be for ""good people"" of the American middle-class."
"eb3dd85a3043","7ca7ccd29ee00007eafdb38b","artifact",1,1191,2775,"","","ives. Their roles inside the family and in society were more precisely defined than ever before: there were fashion codes, behavior codes for each situation and they were not allowed to get out from them. In this post -war era a surprisingly large number of white middle-class people left the towns for the suburbs.44 This exodus added to the massive production and consumption culture and led to the creation of a rigid stereotype of what life must be for ""good people"" of the American middle-class.  Advertising and television programs participated in the defense of this hegemony by often representing the perfect suburban house with the good housewife within, making cakes and taking care of the children with all her household appliances, while her husband is outside working in a bureaucracy, making money for the family.45 This was presented as the perfect happiness. The consequence of this perception of life was that the American middle-class raised young people who missed nothing about material comfort but were obliged to live through pre-determined roles. Among the young, a feeling was growing that this was not enough. Little by little, young Americans came to realize that having every possible physical comfort while possessing no liberty, no choice in the way they wanted to live their life, and                                                   43 Betty Friedan, The Feminine Mystique, (London: Penguin Books, 1963), 14-15. 44 Paul Monaco, The sixties: 1960-1969, (Los Angeles: University of California Press, 2001), 42. 45 The Movement and the Sixties, 16, 20-21."
"a97ef093f76e","7ca7ccd29ee00007eafdb38b","artifact",0,0,1994,"","","21  constantly having to pretend in society did not make them happy and satisfied people. It was actually stifling them. Although more contemporary, the story of Christopher McCandless, alias Supertramp, told in the movie Into the Wild offers a good representation of the apparent well-being which could exist in white suburban families when so much anger, frustration and suffering actually inhabits its members.   The Beatnik generation - with its emblematic writer and traveler Jack Kerouac - had already introduced important questions about individual freedom. Now the more and more repressive ""American way of life"" made things explode. Meanwhile the Vietnam War helped gather people against oppression. Young middle-class people came to sympathize with the oppressed Vietnamese. And in the Cold War context they looked for some warmth in human interactions, which, to their eyes, had become so cold and false in the consumer society.   An interesting question here would be: Why did the successive governments in the US so eagerly defend this cultural model, which was based on the nuclear family? The Gay Liberation Front Manifesto offers an interesting answer to this question. It states that ""gay liberation [would] not just mean reforms. It [would] mean a revolutionary change in our whole society"" and that ""the present system of work and production depends on the existence of the patriarchal family"".46 Therefore, any modification (due to homosexuality or not) to the cultural basis of society, that is the nuclear family, would endanger the economic structures and would risk raising more and more fundamental questions about the American hegemonic thinking. Indeed, the nuclear family and the culture of materialism as the source of happiness were a manipulation of the people which had two aims: firstly, to keep the industry going by creating workers and buyers; secondly, to prevent people from fully comprehending the capitalist system, which could lead to massive rebellion."
"09ca37c03b06","7ca7ccd29ee00007eafdb38b","artifact",1,1494,2636,"","","s of society, that is the nuclear family, would endanger the economic structures and would risk raising more and more fundamental questions about the American hegemonic thinking. Indeed, the nuclear family and the culture of materialism as the source of happiness were a manipulation of the people which had two aims: firstly, to keep the industry going by creating workers and buyers; secondly, to prevent people from fully comprehending the capitalist system, which could lead to massive rebellion. This is actually what happened in the 1960s, though not everyone rebelled.  The protest came in large part from the young generation of the middle class, which became totally opposed to capitalist propaganda. They came to realize that the US military strategies abroad and policies at home had only one aim: finance. And they thought that their leaders would not stop killing or injuring people, physically and psychologically, at home and abroad, until they are forced to do so by losing the support of                                                   46 Gay Liberation Front: Manifesto, (London: Gay Liberation Information Service, 1979)."
"5dbcb18bbbb1","7ca7ccd29ee00007eafdb38b","artifact",0,0,1866,"","","22  the masses. Politically and culturally, with the development of forms of mass media, the country spread its principles all over the world as the only one possible. But, as William Blake said, ""If the doors of perception were cleansed, everything would appear to man as it is- infinite."" The counterculture would be based on the belief that changing first the culture, that is to say the habits and ways of thinking of people, would automatically change political behaviors in the same direction. The youth movement of the 1960s would aim to extend the ""possible"" to the maximum: infinite. This means, on the one hand, that they would not tolerate any banning from anyone; on the other hand, it means that they would intend to expand their mind at the infinite (notably through the use of drugs).   As this analysis of the social and political context shows, the counterculture rebellion was born in the heart of a conservative society. However, as proven by the New Left, even those who did not embrace the counterculture path participated in the break from their elders concerns and points of view. The youth elation that created the counterculture was born from the political and domestic excesses of the society they wanted to change. The post-WWII period, the Cold War atmosphere, the Civil Rights fights and the Vietnam War launched something which could not have happened in another time in the US history. Indeed, though young conservatives were still numerous in the 1960s, it seems that the break in the apprehension of the world in the mass consciousness was inevitable. And so, many, such as the New Left activists, encouraged an alternative consciousness. They wanted to build the world on the values of peace and equality, they fought within the capitalist system, to better the institutions. The counterculture, however wished to leave this system."
"6b4760a0ad66","7ca7ccd29ee00007eafdb38b","artifact",1,1366,2750,"","","t have happened in another time in the US history. Indeed, though young conservatives were still numerous in the 1960s, it seems that the break in the apprehension of the world in the mass consciousness was inevitable. And so, many, such as the New Left activists, encouraged an alternative consciousness. They wanted to build the world on the values of peace and equality, they fought within the capitalist system, to better the institutions. The counterculture, however wished to leave this system. The fact that the counterculture youth wanted to end the institutions instead of ameliorate them can be seen as parallel to their vision of opening consciousness. Indeed, what they wanted was to annihilate the mental frame that governed life in the US and live in the now, in harmony with their body's needs, desire, and with nature. They did not want to change the frame created by dominant institutions but to remove it. They did not want to create a new government with a new hegemony but to get free from any government and hegemony. (I will return to this anarchist trend of the counterculture in the third part). In that sense, they created a new way of protesting. The protest, in their point of view, was not seen as an ""alternative consciousness"". They went further than that. I am going to analyze this in detail in the second part, dedicated to the counterculture essence."
"41aed6541039","7ca7ccd29ee00007eafdb38b","artifact",0,0,64,"","","Part 2 - The Countercultural Essence: ""Sex, Drugs & Rock'n'roll"""
"2e5ba01fe11e","7ca7ccd29ee00007eafdb38b","artifact",0,0,988,"","","24  This second part, about the counterculture's essential beliefs and achievements will be built around an analysis the famous slogan: ""Sex, drugs and rock'n'roll"". Though, in a way it describes their focus, it hides more than it can seem at first. About sex, the counterculture called for ""sexual liberation"", which was a total revolution for the entire country and abroad, though I will demonstrate, the liberation, was not, in the first place, for women. The use of drugs was based on a strong and deep spiritual message, not on the simple aim to ""get high"" for fun. The counterculture was fueled by many poets, musicians, writers, painters, dancers and so on. As culture was the focal point (not politics) this couldn't have been achieved without the artistic flowering of the 1950s and the following decades. For counter-culturalists, art became the perfect area where they could train themselves to break social codes. The biggest example of this was, of course, rock'n'roll music."
"8d33d82c5cdb","7ca7ccd29ee00007eafdb38b","artifact",0,0,1909,"","","25  Chapter 5 – Sex and Gender Roles  Sexism was an issue in the counterculture as well as in the broader society. However, it took a different path, following the ""sexual liberation"" advocated by the counterculture. Here, I will focus on the lot of women. I will argue that there was actually no improvement for women in the counterculture. However, the liberation from Christian prudery (no sex before marriage) emphasized by the counterculture launched the possibility of real sexual liberation both for men and women.  Paul Goodman's Growing Up Absurd was published in 1960 and immediately met great success. As a work dedicated to the youth problem in the materialist western society, it was largely read by the countercultural youth.47 Indeed, Goodman expresses the feelings of the youth of the counterculture of the 1960s, in particular about the real meaning of life and inner self-achievement, in contradiction with the material achievement praised by the capitalist society. However, this book also shows the ways traditional sexist ideas were reproduced in the early stages of the counterculture. In the introduction of his book Goodman encapsulated his vision of human self-fulfillment, with a paragraph between brackets:   (I say the ""young men and boys"" rather than the ""young people"" because the problems I want to  discuss in this book belong primarily, in our society, to the boys: how to be useful and make  something of oneself. A girl does not have to, she is not expected to, ""make something"" of herself.  Her career does not have to be self-justifying, for she will have children, which is absolutely self- justifying, like any other natural or creative act. With this background, it is less important, for  instance, what job an average young woman works at till she is married. The quest for the glamour  job is given at least a little substance by its relation to a ""better"" marriage."
"9390d9278c0c","7ca7ccd29ee00007eafdb38b","artifact",1,1409,2946,"","","useful and make  something of oneself. A girl does not have to, she is not expected to, ""make something"" of herself.  Her career does not have to be self-justifying, for she will have children, which is absolutely self- justifying, like any other natural or creative act. With this background, it is less important, for  instance, what job an average young woman works at till she is married. The quest for the glamour  job is given at least a little substance by its relation to a ""better"" marriage. Correspondingly, our  ""youth troubles"" are boy's troubles - female delinquency is sexual: ""incorrigibility"" and unmarried  pregnancy. Yet as every woman knows, these problems are intensely interesting to women, for if  the boys do not grow to be men, where shall the women find men? If the husband is running the  rat race of the organized system, there is not much father for the children.)48  It is only in the beginning of the 20th century that sexologists talked about women as sexual beings, meaning they have desires and actually need sexual fulfillment.49 Before that, sex, for women, was exclusively thought of in terms of procreation. Women were                                                   47 Ronald Creagh, Utopies Américaines: Expériences libertaires du XIXè siècle à nos jours, (Marseille : Agone, 2009), 218-221. The Movement and the Sixties, 36-37. 48 Paul Goodman, Growing up Absurd, (New York: Vintage Book, 1960), 13. 49 Dorothy McBride-Stetson, Women's Right in the USA, (New-York: Routledge edition, 2004), 328."
"ba559b4b731d","7ca7ccd29ee00007eafdb38b","artifact",0,0,1942,"","","26  thought of as mothers and wives. Their personal fulfillment was understood only in terms of serving men and educating children. This vision remained dominant in the US in the mid-20th century, as indicated by Paul Goodman's absolute sexist vision.   Indeed, the central issue of true sexual liberation is the achievement of women's sexual liberation. Sexual intercourse had been regulated by precise rules in western society, as in most cultures in the world. As Goodman wrote, to behave out of this regulation is considered ""delinquency"", especially for women. The highly religious and patriarchal pattern of the American culture has perpetuated centuries of oppression of women. For many feminists in the US, that oppression began with sex. And so, to end the oppression, feminists of the mid-20th century believed they had to begin by freeing women from sexual regulation. For them, sex liberation was one part of the broader liberation of women.50  Although the counterculture called for total sexual freedom, it did not emancipate women from male domination. Indeed, it was mostly men talking publicly, getting all the attention and having fun in the fight for cultural liberation while women did the paperwork, the dishes, laundry and all the household tasks.  Counterculture women had often sex with men without being married. As a consequence, many women complained that the sexual liberation was more about male having access to more women than to any real liberation for themselves.51 In 2009, Mail Online published an article quoting writer and feminist pioneer Rosie Boycott:   What was insidious about the underground was that it pretended to be alternative. But it wasn't  providing an alternative for women. It was providing an alternative for men in that there were no  problems about screwing around.52   As Boycott indicates, sex and gender roles in counterculture circles were still defined in terms of male domination."
"504e720c1387","7ca7ccd29ee00007eafdb38b","artifact",1,1442,2600,"","","more women than to any real liberation for themselves.51 In 2009, Mail Online published an article quoting writer and feminist pioneer Rosie Boycott:   What was insidious about the underground was that it pretended to be alternative. But it wasn't  providing an alternative for women. It was providing an alternative for men in that there were no  problems about screwing around.52   As Boycott indicates, sex and gender roles in counterculture circles were still defined in terms of male domination. Moreover, hippy women did not enjoy the material comfort and security offered to them in the mainstream society. They were, in many cases, even more oppressed than in the ""straight"" world.53 However, the sexual liberation did                                                   50 Ibid., 307-310. 51 Barry Miles, Hippies, (London: Octopus, 2003), 13-16. 52 Bel Mooney, ""My generation created the sexual revolution - and it has been wrecking the lives of women ever since"", Mail Online (2009), http://www.dailymail.co.uk/femail/article-1232485/My-generation-created-sexual-revolution--wrecking-lives-women-since.html, (accessed April 24, 2012). 53 Hippies, 16."
"5057a2961180","7ca7ccd29ee00007eafdb38b","artifact",0,0,1996,"","","27  happen, with the large participation of the counterculture, and sexual intercourses has been redefined since in the mainstream society.  Though the first outburst of sexual freedom did lead to a lot of excesses, particularly harmful for women, the liberation from strict Christian principles eventually led women to find the balance. The new freedom allowed them to decide by themselves about their sexual lives. After a period of excesses, women did exercise this power, for their own sake. As most things in life, collectively we needed to experience the extremes in order to find the middle ground in which freedom and self-respect reunite. The young of the sixties dried up the excesses for the next generations, and the balance was eventually found. It is true that on the individual level absolute sexual liberty can be oppressive because no one is there to teach you what is good for you and what is not. But it can also teach deep respect, because once you have experienced what it is to lack self-respect you've learned at the same time what it means to respect yourself. In this sense the sexual liberation praised by the counterculture eventually achieved their primary aim: absolute liberty in order to find their own answers, deep inside. And at the end, there is a possibility for women and men to unite in equality and mutual respect.    However, the ""gender roles"" element helps us to understand that counterculture young were not entirely free from the hegemonic thinking. For the majority of them, they provided neither an ""alternative consciousness"" nor ""consciousness"" as they understood it. They put light in some important aspects about it but if they had reached the consciousness they praised they would have realized the illegitimacy of the gender roles as defined by the mainstream society. This actually came later. However, as demonstrated below, the sexual liberation did lead in the following decades to more choices for women, and men alike in the sexual realm."
"24700ae8bb74","7ca7ccd29ee00007eafdb38b","artifact",1,1496,2706,"","","r the majority of them, they provided neither an ""alternative consciousness"" nor ""consciousness"" as they understood it. They put light in some important aspects about it but if they had reached the consciousness they praised they would have realized the illegitimacy of the gender roles as defined by the mainstream society. This actually came later. However, as demonstrated below, the sexual liberation did lead in the following decades to more choices for women, and men alike in the sexual realm. This, in turn, led to a redefinition of relationships between men and women, offering many more possibilities of experiences. And so, in western societies at large, we owe much to the counterculture the relationships as we now know them, that is to say dating someone and having sex with him or her before marriage, living with several persons in a life time, not marry at all, etc. Therefore, though most hippies could not free themselves from the sexist part of the hegemonic thinking of the culture they were born into, they did launch the path toward gender equality, beginning with sexual intercourse. This opening also served homosexuality, which won its first battles during the counterculture era too."
"c114a7b99a70","7ca7ccd29ee00007eafdb38b","artifact",0,0,701,"","","28   Apart from sexual intercourses, the theme of the reunion of opposites was dominant in the counterculture. The opening of consciousness was supposed to bring equality and reunion of apparently opposite forces: men and women, Blacks and Whites, ""low and high culture"", and so on.54 I will develop this in the section on music, as music illustrated the reunion of opposites in the most efficient way. For now, I am going to explore the drug theme of the counterculture, as their favorite tool to ""open the minds"".                                                    54 Edward Macan, Rocking the Classics: English Progressive Rock and the Counterculture, (New York: Oxford University Press, 1997), 43."
"a26978bdbfce","7ca7ccd29ee00007eafdb38b","artifact",0,0,1942,"","","29  Chapter 6 – Drugs We saw the necessity felt at the time to explore more in life than what was allowed by hegemonic ways of thinking. Indeed, the core of the counterculture was the illegitimacy of the American way of life as a universal model. The young rebels praised the ""opening of consciousness"" as a necessity to widen the possibilities that had been eliminated by the mainstream American thinking. In Civil Disobedience, Thoreau, the famous transcendentalist writer (see III.2.) said ""all their wit and usefulness lay within certain not very wide limits"".55 He targeted the rest of society, but not himself, as he felt he was already freed from narrow ways of thinking. Counterculture people started from the statement that they had been caught in it, in the sense that they had been drifted away from their deep values because of the expectations of American society. So, the aim of their cultural revolution was to free their minds from the narrow vision and to be open to new possibilities. In this regard, Timothy Leary's experiences on LSD played an important part within the counterculture philosophy and practices.   In the early 1960s, Dr. Timothy Leary, then a professor at Harvard University, began to lead experiments on the effect of LSD on human consciousness.56 With a group of scientists he took precise doses of LSD and observed their effect on him. The results of these experiences were very satisfying. He developed a program prescribing precisely controlled amount of the drug which was aimed at opening consciousness in the long term.57 But if Leary saw LSD as a solution to this, Aldous Huxley's observations introduced a note of caution into the idea that drug use could lead to liberation.  Aldous Huxley's experiences played a significant part in the counterculture too. Huxley was born in a family of well-known scientists. With forty-seven published novels he was considered one of the best English writers."
"339940545941","7ca7ccd29ee00007eafdb38b","artifact",1,1442,2688,"","","a program prescribing precisely controlled amount of the drug which was aimed at opening consciousness in the long term.57 But if Leary saw LSD as a solution to this, Aldous Huxley's observations introduced a note of caution into the idea that drug use could lead to liberation.  Aldous Huxley's experiences played a significant part in the counterculture too. Huxley was born in a family of well-known scientists. With forty-seven published novels he was considered one of the best English writers. He became interested by drugs in the 1950s and applied his analytical eye to the subject. In The Doors of Perception (1954), a formulation he took from Blake's poem, he recalls his experience of testing mescaline on himself and observing it with the help of scientist friends and methods. The aim of the use                                                   55 Henry David Thoreau, eds., Civil Disobedience, http://thoreau.thefreelibrary.com/Civil-Disobedience, (accessed june 12, 2012). 56 David Farber, ""The Intoxicated State/ Illegal Nation: Drugs in the Sixties Counterculture"", in Imagine Nation: The American Counterculture of the 1960s and '70s, ed. Peter Braunstein and Michael William Doyle (New York: Routledge, 2002), 22. 57 Ibid, 23."
"1cba31d48ce2","7ca7ccd29ee00007eafdb38b","artifact",0,0,1543,"","","30  of drugs for young people of the counterculture was to ""clean the doors of perception"". In his book, Huxley first confirms their utility to open consciousness:  what rose and iris and carnation so intensely signified was nothing more, and nothing less,  than what they were - a transience that was yet eternal life, a perpetual perishing that was at the  same time pure Being, a bundle of minute, unique particulars in which, by some unspeakable and  yet self-evident paradox, was to be seen the divine source of all existence.58 But then he underlined that to see the infinite of life, the so deep light that makes every single object shine like heaven, cancels every desire to act on anything. Everything seems so perfect and blissful than one can't feel like acting to transform it. Therefore, users won't try to improve society since in this state of bliss it has no importance that humanity was in such a desperate condition.   Indeed, the consumption of acids did make a lot of counterculture young people passive. For them, the fight should be on the terrain of culture, so there was no need to be active in the political arena. Eventually, this thinking, added to the consumption of drugs, did lead many of them to lie passively, acting for nothing, neither politics, nor culture. This trend was real and expanded during the period. As a consequence, many conservative historians use this actual trend of the counterculture to stop there and state that this was just a movement of a lost youth that had lost every meaningful value."
"82016db1196e","7ca7ccd29ee00007eafdb38b","artifact",1,1043,2828,"","","t should be on the terrain of culture, so there was no need to be active in the political arena. Eventually, this thinking, added to the consumption of drugs, did lead many of them to lie passively, acting for nothing, neither politics, nor culture. This trend was real and expanded during the period. As a consequence, many conservative historians use this actual trend of the counterculture to stop there and state that this was just a movement of a lost youth that had lost every meaningful value. This account of the counterculture history usually relied on psychologists’ and sociologists’ studies to defend the status that indeed those young had nothing to bring to society but, at the contrary, were a danger to it.59 What is important to understand about the counterculture's use of drugs is that it was not an end in itself, just to ""get wasted"", as it could have been for the previous generations, just providing a kind of “alternative entertainment” to movie theater.60 On the contrary, like the Beats, the hippies saw drugs as a mean to reach spiritual enlightenment and as a consequence of that, artistic creativity. Indeed, the counterculture was about culture and culturally it achieved a lot, especially in the domain of art. The consumption of LSD and other drugs led to the creation of psychedelic art.  This artistic trend found its most striking expression in music, with the emergence of psychedelic rock, also called                                                   58 Aldous Huxley, The Doors of Perception and Heaven and Hell, (New-York: Harper Collins Publisher, 1954), 18. 59 Present Tense, 297. The Movement and the Sixties, 243.  60 Jim De Rogatis, Kaleidoscope Eyes: Psychedelic Rock from the ‘60s to the ‘90s, (Secaucus: Carol Publishing Group, 1996), 9."
"0d0879a4da3e","7ca7ccd29ee00007eafdb38b","artifact",0,0,141,"","","31  ""acid rock"". The counterculture achievements were numerous and it is probably in the music area that it was most visible and everlasting."
"fc8ecadcb723","7ca7ccd29ee00007eafdb38b","artifact",0,0,1908,"","","32  Chapter 7 – Rock'n'roll The counterculture is often referred to as the ""peace and love"" movement. But indeed those two words can be understood in a lot of different ways. What did they mean for the counterculture people? How did they apply their definition of peace and of love? These are the questions I am going to analyze in this chapter, because answers are to be found in the story of psychedelic music, born in the US in the 1960s within counterculture circles. The study of this new music style will lead me to argue that the counterculture was more than a set of practices vaguely related to one another, that it proposed a totally different and logical alternative to the mainstream American society of the 1960s, mostly shaped by music.   The Woodstock festival is still remembered as the culminating point of the counterculture era. It was originally called ""3 days of peace and music"". Its success far overwhelmed the producer's expectations. It gathered about 500,000 people taking LSD, hanging out naked, having sex in the middle of the crowd, or wearing multicolor clothes, and sharing the music. The Woodstock festival has been, for generations, until today, a reference point for absolute freedom. It also provides a sense of universal brotherhood and love. It was exceptional for the young involved and it became a symbol of universal peace and love. And those young were not listening to just any kind of music. The music itself provided the same feelings. The most remembered shows are probably Santana's and Jimi Hendrix's electric guitar solo. This latter was impressive with new musical effect. Less remembered is the Incredible String Band set. They played their strange sounds, mixing rock’n’roll and folk music.61 Indeed, the String Band group, though far less famous than others of the time, was representative of the different influences which came to define psychedelic rock."
"d19ee72904cc","7ca7ccd29ee00007eafdb38b","artifact",1,1408,2504,"","","to just any kind of music. The music itself provided the same feelings. The most remembered shows are probably Santana's and Jimi Hendrix's electric guitar solo. This latter was impressive with new musical effect. Less remembered is the Incredible String Band set. They played their strange sounds, mixing rock’n’roll and folk music.61 Indeed, the String Band group, though far less famous than others of the time, was representative of the different influences which came to define psychedelic rock. One of the three Scottish members of the band, Robin Williamson, explained how his music was formed:   I started off doing Scottish and Irish music. But I also liked the visionary writing of Walt Whitman  and Jack Kerouac, and those two opposites caused me to go and search for a common root to  world music. I went to North Africa in 1963 to learn more about the music there […].  The notion of fusion music wasn't a word used in 1963 when we started doing it. We just thought  it would be a good idea.62                                                   61 Kaleidoscope Eyes, 62. 62 Ibid., 60."
"a2d07c4e3b5d","7ca7ccd29ee00007eafdb38b","artifact",0,0,1952,"","","33  He adds:  There was an inspired amateurism in those days, a feeling that anybody could play  music, that  anybody could play a lot of different instruments.63  Walt Whitman was a 19th century poet (among other talents). Leaves of Grass (1855), his most famous poetry collection, is a sensual hymn to freedom and sexuality.  So, in the one hand, psychedelic rock was born from the desire to explore unknown territories both in terms of different cultures and philosophies and of technical research. And on the other hand, the possibility of exploration opened by the counterculture movement allowed many young people to actually widen their explorations. In the counterculture this kind of opening and exploration was very often associated to the taking of drugs. Psychedelic rock, as its name indicates, was no exception.  In 1960, The Gamblers, an ephemera rock band, recorded a single called ""LSD 25"". It was the beginning of the association of rock'n'roll with LSD. But the music of the Gamblers did not differ in any point from what had been done before.64 It is only toward the middle of the decade that psychedelic experiences came to influence young musicians who considerably changed their music and created ""psychedelic rock"". More than a marginal music trend, ""acid rock"" became an international frenzy with astonishing influences in the music world, with the advent of groups like The Beatles, with its leading singer John Lennon, The Doors, The Rolling Stones, and artists like Janis Joplin, to name but a few. John Lennon's first LSD trip inspired him to write “Tomorrow never knows”, released in 1966 and full of strange sounds depicting the acid experience.65 The same year, The Rolling Stones' ""Paint It, Black"" reached number one of the charts both in the US and the UK. It was the start of a passion which would involve thousands of musicians all over the world.   Psychedelic rock was not just about taking LSD and writing music."
"81881e4dce89","7ca7ccd29ee00007eafdb38b","artifact",1,1452,2425,"","","ors, The Rolling Stones, and artists like Janis Joplin, to name but a few. John Lennon's first LSD trip inspired him to write “Tomorrow never knows”, released in 1966 and full of strange sounds depicting the acid experience.65 The same year, The Rolling Stones' ""Paint It, Black"" reached number one of the charts both in the US and the UK. It was the start of a passion which would involve thousands of musicians all over the world.   Psychedelic rock was not just about taking LSD and writing music. It was about translating into sounds the physical and spiritual experience offered by the drug. Albert Hoffman, the first well-known researcher in LSD effects on humans, related in the 1950s that under the influence of LSD ""every sound generated a vividly changing image with its own consistent form and color"".66 Indeed, the ""psychedelic music"" was aimed at giving to                                                   63 Ibid., 62. 64 Ibid., 7. 65 Ibid., 8. 66 Ibid., 10."
